,ARMA-ARCH-before,ARMA-ARCH-update,ARIMA-before,ARIMA-update,GAM-before,GAM-update,LM-before,LM-update,LSTM-before,LSTM-update,benchmark
158,79.6591834432538,250.424707218137,-8.87867802568258,227.10909970407,20.650909424707,210.120678565013,78.8961818172908,240.39334192354,129.637655757157,312.122802244785,70.0965556040034
159,75.7798407721546,248.194701132376,-11.1292875940923,225.672415546622,14.5583308634177,207.070284487446,77.0743543285425,239.207787740644,123.522651665954,308.918924553624,68.6747623653845
160,75.7197831365134,248.145457805171,-18.1791365153485,222.135487659812,11.6439321012226,205.538720037668,75.7530395618843,238.522843363483,119.498196417819,306.842464207883,63.3068994280179
161,77.8581380691431,249.439711358329,-15.2999313911803,223.72312287456,14.9004024845769,207.249031935932,88.4694244268138,244.963712333536,126.331588769943,310.388908355391,59.7488719282921
162,78.3294595180377,249.950930765423,-22.5514120298686,220.100018420091,15.626792508145,207.991467130389,88.0773180473035,245.176971281955,117.932787354814,306.189940683819,71.0468177280096
163,75.0480601818434,248.318101323324,-22.1992306225141,220.596363159323,13.4466557192231,207.038764494362,86.093217370313,244.373765993911,112.696305647792,303.6701463233,69.2145438257571
164,73.2425601626294,247.653530323957,-32.3195036537505,215.766745858785,3.947794634128,202.406270222038,84.0328076454851,243.866051509986,105.106663405815,299.895995791298,67.1969197724171
165,70.2671288268907,246.525386711564,-31.1368651158005,217.243244644925,3.77134480769578,202.695028693544,83.7218518232284,244.40238072544,100.577403843148,297.882712201654,66.4216932269705
166,66.3808615143466,244.555749918596,-34.8151693085806,215.141120640756,-1.09006416540455,200.253228088754,83.3740995075635,244.219207775585,97.0277311841754,295.766300782774,63.7914085180491
167,48.9510634781993,235.457606628512,-36.3932989462467,214.19254580087,-19.5591851581661,190.747267663919,67.215061270381,235.984602385933,85.6203162493969,289.94017442148,59.1188099668255
168,38.1842231121286,229.931862938951,-42.5601179676029,210.965767299595,-40.3934495558219,180.242970212078,57.3131865650825,230.972080457719,80.0876857278138,287.152381154424,47.7008324960538
169,34.3666407167208,226.903080536882,-55.779442280727,204.240401577931,-44.1761717676168,177.808444735693,47.4680834274224,225.900691976248,75.6024761100718,283.868782452872,26.9080356740089
170,9.50110983457463,214.242370672324,-68.4939356462488,197.61024848842,-51.6327485148216,173.603176574259,44.3902763699017,223.727471011466,59.075455637116,275.268868010473,19.219695862493
171,11.7096463696836,215.295857450791,-70.555348376953,195.487860015332,-52.1644523349368,172.762378902518,43.2788845652236,222.60973980823,60.2968520052029,275.746750171861,15.5830450098176
172,8.27976332307118,213.630234773812,-71.155540177299,195.250476907017,-54.9150554149536,171.449849344776,36.9104111518558,219.435624691409,56.3702781299846,273.818020179785,15.32765589213
173,11.3183000465981,215.168166464167,-59.8135163261327,200.939456607734,-49.5061922366069,174.184111502147,43.1676476772823,222.587015041765,69.7762541401699,280.525328727591,10.404422094249
174,10.7289861999475,215.613662331408,-59.6574302762105,201.590940321149,-50.3021202800185,173.795892371765,41.6587877154422,222.355462703083,69.1501919908433,280.750702832139,16.5463501107323
175,12.5016005053275,217.202400449203,-53.0996799936361,205.075675184163,-45.231784040317,176.835582813739,43.3757105195932,223.798489013839,74.7926652688696,283.624917530736,15.3672239263343
176,9.49603703395953,215.881096147482,-58.3193820716916,202.493560193166,-47.1677339775878,176.029738120565,39.9659505952075,222.2861605784,69.1588158206789,280.955226517312,29.2269713942196
177,4.38898217301336,213.348669429571,-61.8046684323237,200.862790145953,-53.4419177345673,173.058897008174,36.9135136748567,220.969267591727,68.1610918354967,280.709731792288,25.4298858297091
178,5.78638032836,216.083413054093,-58.7626450640882,204.014064381459,-50.811304328163,176.17109477024,34.2651251197594,219.692552601784,65.5330301908472,280.2719164995,22.2701761751239
179,7.30029119582639,217.734823133175,-58.7966650497062,204.474420275953,-48.2559473959493,178.815197690474,36.096103027221,221.754081987443,65.8228437919895,281.067634109975,23.7539177879467
180,7.37117935900838,217.805711296357,-58.239042743651,205.032042582008,-50.754756431005,176.316388655418,31.7132369840546,217.371215944277,66.0194809683588,281.264271286345,26.8403307920209
